calories,protein,fat,carbs,bmi,goal,recommendation
2161,10,60,241,33.6,muscle_gain,unbalanced
1969,70,75,97,29.0,maintenance,unhealthy
224,71,61,220,24.8,maintenance,healthy
1042,76,37,232,17.4,weight_loss,balanced
937,99,32,157,30.1,maintenance,balanced
2304,52,48,216,34.4,weight_loss,unhealthy
379,74,60,236,25.5,maintenance,balanced
431,82,48,193,23.1,weight_loss,unhealthy
2117,71,88,50,26.3,muscle_gain,excellent
542,69,77,191,30.1,maintenance,balanced
676,176,38,53,17.0,muscle_gain,excellent
2022,67,18,219,33.0,weight_loss,unhealthy
654,50,72,259,33.0,maintenance,balanced
1455,151,33,93,26.7,maintenance,unhealthy
488,77,83,148,19.2,muscle_gain,excellent
1436,75,21,240,29.1,muscle_gain,excellent
729,114,87,21,19.5,weight_loss,unhealthy
2476,67,13,282,26.1,muscle_gain,excellent
795,45,31,99,18.7,maintenance,balanced
634,11,53,34,27.6,maintenance,balanced
1081,141,83,35,22.7,maintenance,unhealthy
1981,8,41,162,32.0,maintenance,unhealthy
601,93,32,69,31.4,muscle_gain,excellent
2335,138,54,69,35.0,muscle_gain,excellent
1765,86,59,292,21.6,weight_loss,unhealthy
508,25,8,180,18.1,muscle_gain,healthy
542,147,89,85,25.0,weight_loss,unhealthy
635,132,23,285,18.5,muscle_gain,excellent
376,109,41,217,20.2,muscle_gain,healthy
338,108,8,164,27.8,maintenance,balanced
393,72,41,189,27.7,muscle_gain,healthy
1384,164,55,91,17.8,weight_loss,unhealthy
1142,114,36,19,25.0,maintenance,unhealthy
724,161,49,252,26.5,muscle_gain,excellent
1824,70,16,187,21.8,maintenance,unhealthy
2457,166,45,295,32.7,maintenance,unhealthy
940,31,60,266,19.9,maintenance,balanced
1061,64,84,13,21.6,weight_loss,unhealthy
1153,122,18,224,19.8,weight_loss,unhealthy
1502,171,58,39,19.1,muscle_gain,excellent
1474,48,67,74,32.8,maintenance,unhealthy
1943,40,69,133,22.0,muscle_gain,excellent
2387,23,62,294,30.0,weight_loss,unhealthy
991,95,25,162,24.7,maintenance,balanced
745,49,8,49,28.4,weight_loss,excellent
2044,153,77,35,33.7,maintenance,unhealthy
1216,155,50,282,32.2,maintenance,unhealthy
2127,159,90,168,18.2,maintenance,unhealthy
1753,102,16,198,32.2,muscle_gain,excellent
256,23,34,273,25.1,weight_loss,balanced
2359,45,98,78,23.3,weight_loss,unhealthy
204,30,64,10,29.1,weight_loss,unhealthy
1637,32,75,88,34.1,maintenance,unhealthy
1562,68,85,237,18.7,muscle_gain,excellent
2020,72,69,55,30.8,muscle_gain,excellent
1482,84,18,117,20.7,muscle_gain,excellent
2337,55,48,133,23.8,muscle_gain,excellent
1473,106,30,157,32.7,maintenance,unhealthy
1331,14,95,261,26.8,maintenance,unhealthy
867,171,20,11,18.2,muscle_gain,excellent
1481,104,11,231,26.1,muscle_gain,excellent
1196,126,36,198,31.2,weight_loss,unhealthy
2126,151,93,80,26.5,maintenance,unhealthy
481,68,99,106,20.0,muscle_gain,excellent
1427,128,20,241,25.0,maintenance,unhealthy
2263,23,82,39,33.6,weight_loss,unhealthy
1135,80,93,39,28.8,muscle_gain,excellent
453,66,66,224,30.1,maintenance,balanced
1411,145,34,182,31.1,maintenance,unhealthy
528,29,75,289,18.6,maintenance,healthy
1620,93,16,220,27.5,maintenance,unhealthy
1740,96,71,134,23.8,maintenance,unhealthy
1392,46,95,89,19.5,maintenance,unhealthy
1916,121,50,193,20.6,weight_loss,unhealthy
1401,43,87,24,31.1,maintenance,unhealthy
854,162,47,20,19.9,weight_loss,unhealthy
1585,137,59,98,22.6,weight_loss,unhealthy
959,85,49,12,22.1,maintenance,balanced
1998,150,64,33,17.9,muscle_gain,excellent
1263,111,75,98,25.3,maintenance,unhealthy
615,115,84,18,30.8,weight_loss,unhealthy
454,25,36,55,17.4,maintenance,balanced
1366,54,12,103,19.0,maintenance,unhealthy
2076,125,81,80,30.0,maintenance,unhealthy
1099,138,66,197,27.7,weight_loss,unhealthy
2258,54,79,148,29.9,weight_loss,unhealthy
225,119,24,19,21.1,weight_loss,balanced
620,5,22,12,31.5,muscle_gain,unbalanced
1444,34,10,28,25.6,muscle_gain,excellent
2076,111,88,139,28.0,muscle_gain,excellent
1460,169,33,230,18.7,muscle_gain,excellent
2484,52,8,139,20.7,maintenance,unhealthy
1208,91,75,122,30.9,muscle_gain,excellent
418,133,47,147,21.0,muscle_gain,excellent
1710,23,88,52,18.7,muscle_gain,healthy
2159,50,38,227,27.7,maintenance,unhealthy
862,134,75,67,26.9,muscle_gain,excellent
1189,60,37,122,27.9,muscle_gain,excellent
388,149,19,197,28.1,muscle_gain,healthy
454,96,90,131,26.0,weight_loss,unhealthy
267,86,44,94,25.9,muscle_gain,healthy
815,83,97,115,33.6,muscle_gain,excellent
1073,154,93,108,26.6,muscle_gain,excellent
1825,109,9,18,28.1,maintenance,unhealthy
556,31,82,15,21.8,muscle_gain,excellent
455,59,54,117,32.7,muscle_gain,excellent
1207,164,70,161,17.4,weight_loss,unhealthy
1955,64,93,246,27.0,weight_loss,unhealthy
483,113,58,36,23.9,maintenance,healthy
298,160,84,128,27.9,maintenance,balanced
396,160,50,220,23.5,muscle_gain,healthy
1077,124,84,109,29.9,weight_loss,unhealthy
2068,157,15,12,17.4,maintenance,unhealthy
1588,89,53,26,24.3,maintenance,unhealthy
769,90,27,115,32.0,weight_loss,balanced
1265,121,59,239,21.5,muscle_gain,excellent
621,158,9,186,17.9,weight_loss,excellent
1404,112,68,93,25.9,muscle_gain,excellent
744,79,39,272,34.6,muscle_gain,excellent
270,123,97,205,18.2,weight_loss,unhealthy
1423,149,73,258,18.3,muscle_gain,excellent
967,11,58,158,27.7,maintenance,balanced
1906,152,7,215,21.5,weight_loss,unhealthy
854,170,10,90,24.4,maintenance,balanced
1996,79,91,198,31.9,muscle_gain,excellent
420,62,60,215,20.6,muscle_gain,excellent
381,20,6,278,29.9,weight_loss,excellent
506,31,86,299,26.1,weight_loss,unhealthy
1619,55,98,264,33.3,muscle_gain,excellent
1213,79,42,17,34.5,weight_loss,unhealthy
2251,148,60,123,25.7,muscle_gain,excellent
1047,91,9,14,27.5,maintenance,unhealthy
1003,127,50,82,30.4,weight_loss,unhealthy
414,80,15,130,22.7,maintenance,healthy
1643,44,69,243,21.1,weight_loss,unhealthy
300,71,14,75,34.4,maintenance,balanced
772,134,45,239,24.8,muscle_gain,excellent
1532,106,48,40,17.0,muscle_gain,excellent
857,156,94,60,32.1,muscle_gain,excellent
1733,97,37,156,27.8,muscle_gain,excellent
1856,114,95,104,20.0,weight_loss,unhealthy
425,86,60,47,17.5,maintenance,balanced
304,82,16,207,22.2,weight_loss,excellent
2197,6,6,250,33.7,weight_loss,unhealthy
971,69,5,182,33.8,muscle_gain,excellent
628,24,69,265,22.6,weight_loss,unhealthy
633,38,37,50,32.0,maintenance,balanced
1430,45,90,138,25.0,weight_loss,unhealthy
1065,173,80,63,28.8,maintenance,unhealthy
450,27,40,95,23.0,muscle_gain,healthy
1055,42,25,221,26.3,muscle_gain,excellent
1393,176,88,278,22.3,weight_loss,unhealthy
760,71,40,30,18.1,maintenance,balanced
1669,66,30,224,19.5,muscle_gain,excellent
1118,144,51,198,22.2,muscle_gain,excellent
1373,34,99,170,34.6,weight_loss,unhealthy
632,91,5,210,34.4,maintenance,balanced
2306,173,42,38,31.9,muscle_gain,excellent
1168,152,18,253,21.2,muscle_gain,excellent
1035,122,94,192,24.9,maintenance,unhealthy
2446,10,50,41,24.9,weight_loss,unhealthy
2462,79,46,276,24.0,weight_loss,unhealthy
1097,136,11,45,17.8,muscle_gain,excellent
671,97,59,102,26.6,muscle_gain,excellent
446,14,60,168,18.3,weight_loss,unhealthy
1190,55,80,189,31.4,weight_loss,unhealthy
1126,97,67,227,29.4,muscle_gain,excellent
1391,42,28,236,23.3,maintenance,unhealthy
1274,133,87,221,28.6,maintenance,unhealthy
2034,140,77,172,21.2,muscle_gain,excellent
888,106,8,167,21.8,muscle_gain,excellent
1684,85,46,119,22.7,muscle_gain,excellent
1159,87,74,64,31.3,muscle_gain,excellent
677,165,32,223,20.8,weight_loss,balanced
906,147,96,24,27.1,maintenance,balanced
1337,35,44,162,20.6,maintenance,unhealthy
953,25,55,29,22.1,maintenance,balanced
1859,135,33,61,21.2,weight_loss,unhealthy
787,130,46,93,28.6,muscle_gain,excellent
1534,39,73,233,26.5,maintenance,unhealthy
1692,173,9,138,30.0,maintenance,unhealthy
2047,148,45,25,21.0,weight_loss,unhealthy
406,49,65,283,17.2,muscle_gain,excellent
2398,63,59,86,29.2,muscle_gain,excellent
364,16,32,101,19.1,muscle_gain,unbalanced
2198,144,45,279,21.4,maintenance,unhealthy
2284,37,13,61,22.5,weight_loss,unhealthy
532,25,33,130,30.4,maintenance,balanced
602,64,82,59,28.3,weight_loss,unhealthy
613,56,42,282,20.3,weight_loss,unhealthy
244,171,66,129,27.8,maintenance,balanced
2453,127,58,104,29.7,weight_loss,unhealthy
261,110,56,158,24.0,weight_loss,unhealthy
1067,104,38,298,21.4,weight_loss,balanced
1691,158,41,266,29.2,muscle_gain,excellent
218,75,53,193,28.0,muscle_gain,healthy
564,139,46,269,18.4,muscle_gain,excellent
1340,66,18,159,29.0,muscle_gain,excellent
779,92,86,214,25.8,maintenance,balanced
745,28,37,181,30.6,maintenance,balanced
1929,44,96,231,20.4,maintenance,unhealthy
254,80,91,177,21.6,muscle_gain,healthy
977,179,21,253,26.8,maintenance,balanced
241,140,79,227,25.7,muscle_gain,healthy
1520,13,36,65,24.0,muscle_gain,unbalanced
430,7,83,72,30.4,weight_loss,unhealthy
652,25,72,112,27.2,weight_loss,unhealthy
1745,99,43,176,29.8,muscle_gain,excellent
1581,179,98,16,19.8,weight_loss,unhealthy
1667,20,14,151,30.1,weight_loss,unhealthy
1351,111,91,134,25.3,weight_loss,unhealthy
1416,97,28,99,17.6,weight_loss,unhealthy
1080,137,62,225,21.2,maintenance,unhealthy
284,143,73,132,17.5,weight_loss,unhealthy
1253,161,68,195,25.2,muscle_gain,excellent
248,83,23,162,22.9,weight_loss,balanced
1368,74,12,258,34.8,weight_loss,unhealthy
268,52,75,123,32.6,maintenance,balanced
1901,19,44,105,31.9,maintenance,unhealthy
1798,38,17,207,26.0,maintenance,unhealthy
2394,64,31,12,31.5,weight_loss,unhealthy
2069,6,86,158,21.8,muscle_gain,unbalanced
1215,84,92,120,27.1,maintenance,unhealthy
645,23,6,29,24.1,weight_loss,excellent
2468,53,20,212,20.1,weight_loss,unhealthy
1601,82,18,191,18.3,weight_loss,unhealthy
2342,32,21,236,27.0,maintenance,unhealthy
461,52,64,85,18.8,weight_loss,unhealthy
2048,100,74,232,29.9,maintenance,unhealthy
1096,169,21,45,33.6,weight_loss,balanced
1294,113,49,99,19.9,muscle_gain,excellent
2466,77,42,38,25.5,muscle_gain,excellent
1756,104,68,185,30.3,weight_loss,unhealthy
291,33,10,229,22.2,maintenance,healthy
326,161,64,145,33.6,weight_loss,unhealthy
279,62,53,184,33.0,muscle_gain,healthy
2047,52,25,135,18.9,weight_loss,unhealthy
1182,27,27,180,17.5,maintenance,unhealthy
1115,31,80,275,34.6,maintenance,unhealthy
893,11,61,143,34.2,maintenance,balanced
224,53,68,281,24.6,maintenance,healthy
355,113,33,35,17.9,muscle_gain,healthy
2012,72,31,286,28.1,maintenance,unhealthy
1753,174,10,109,22.3,maintenance,unhealthy
2166,176,25,39,33.9,muscle_gain,excellent
1933,158,75,142,31.3,maintenance,unhealthy
1280,155,45,148,28.7,muscle_gain,excellent
1828,77,84,200,22.1,maintenance,unhealthy
218,105,9,196,29.6,maintenance,balanced
1607,12,19,149,22.2,maintenance,unhealthy
1416,57,25,246,17.7,maintenance,unhealthy
2484,146,62,209,26.2,weight_loss,unhealthy
1610,139,8,293,25.8,weight_loss,unhealthy
476,141,73,89,30.7,maintenance,balanced
944,7,11,268,32.6,maintenance,balanced
751,82,39,110,23.4,maintenance,balanced
1376,149,40,41,25.1,weight_loss,unhealthy
838,176,19,286,25.5,maintenance,balanced
436,90,96,130,22.8,muscle_gain,excellent
1197,50,6,64,30.4,weight_loss,unhealthy
2302,94,61,27,26.4,weight_loss,unhealthy
2203,160,9,130,33.5,weight_loss,unhealthy
1659,146,75,119,28.7,maintenance,unhealthy
2356,13,90,70,20.8,muscle_gain,unbalanced
1407,119,99,273,20.0,weight_loss,unhealthy
1591,158,36,277,23.7,muscle_gain,excellent
2206,134,76,136,23.2,muscle_gain,excellent
1421,79,45,146,24.3,muscle_gain,excellent
1594,85,46,87,20.3,maintenance,unhealthy
572,132,79,216,34.6,maintenance,balanced
1720,38,69,193,19.6,maintenance,unhealthy
2448,151,44,98,28.7,weight_loss,unhealthy
1048,43,87,238,17.2,weight_loss,unhealthy
1545,17,42,73,24.3,muscle_gain,unbalanced
2458,137,46,64,22.6,weight_loss,unhealthy
703,54,41,290,23.9,maintenance,balanced
902,27,60,288,26.0,maintenance,balanced
2289,126,75,197,27.8,maintenance,unhealthy
514,124,59,200,27.5,maintenance,balanced
1240,92,93,282,28.4,muscle_gain,excellent
482,161,58,104,32.2,weight_loss,unhealthy
457,116,26,99,33.0,maintenance,balanced
774,115,31,256,30.3,muscle_gain,excellent
773,76,51,84,18.4,weight_loss,unhealthy
1242,158,42,71,34.3,muscle_gain,excellent
1752,61,43,231,34.1,maintenance,unhealthy
622,5,19,276,29.8,maintenance,balanced
1689,160,70,130,26.3,maintenance,unhealthy
1596,117,65,37,21.5,weight_loss,unhealthy
957,66,64,283,30.6,maintenance,balanced
1304,51,12,32,32.8,weight_loss,unhealthy
1774,82,48,108,29.0,muscle_gain,excellent
628,110,47,294,28.3,weight_loss,unhealthy
2221,163,10,119,20.5,muscle_gain,excellent
403,130,88,212,23.4,weight_loss,unhealthy
2443,9,31,115,30.0,maintenance,unhealthy
2192,35,49,55,17.3,maintenance,unhealthy
2443,41,27,266,28.5,muscle_gain,excellent
506,83,85,153,30.8,weight_loss,unhealthy
1887,147,17,34,23.0,weight_loss,unhealthy
213,56,72,71,18.4,muscle_gain,healthy
2060,143,88,239,31.7,weight_loss,unhealthy
2161,47,68,91,19.6,weight_loss,unhealthy
1280,155,29,220,23.7,muscle_gain,excellent
922,44,90,206,29.7,muscle_gain,excellent
979,67,56,207,31.7,muscle_gain,excellent
1433,134,52,171,32.5,weight_loss,unhealthy
728,91,65,217,26.5,muscle_gain,excellent
997,77,21,53,25.6,muscle_gain,excellent
543,179,44,297,32.3,muscle_gain,excellent
1502,108,79,288,27.1,muscle_gain,excellent
408,162,93,284,27.4,maintenance,balanced
840,20,73,230,24.8,maintenance,balanced
1511,63,89,294,23.7,maintenance,unhealthy
2499,51,30,155,25.6,muscle_gain,excellent
2147,120,84,78,23.6,weight_loss,unhealthy
1119,162,60,149,23.2,maintenance,unhealthy
1923,113,44,19,34.9,muscle_gain,excellent
2244,13,89,120,23.1,maintenance,unhealthy
618,69,72,46,21.6,maintenance,balanced
1949,63,12,90,23.4,muscle_gain,excellent
1588,106,77,105,27.6,muscle_gain,excellent
1299,140,49,64,33.4,maintenance,unhealthy
2356,127,21,141,31.2,muscle_gain,excellent
1745,150,45,232,32.2,maintenance,unhealthy
1270,95,81,72,32.5,maintenance,unhealthy
2050,100,13,21,33.6,maintenance,unhealthy
1319,62,74,155,21.2,maintenance,unhealthy
1157,36,95,273,25.3,weight_loss,unhealthy
302,52,28,41,23.9,weight_loss,balanced
1369,49,77,58,23.9,muscle_gain,excellent
2103,104,15,196,28.7,weight_loss,unhealthy
1955,104,39,108,24.2,weight_loss,unhealthy
878,50,33,176,28.1,muscle_gain,excellent
2168,163,12,222,23.9,maintenance,unhealthy
1188,169,21,208,22.6,weight_loss,unhealthy
1305,148,75,255,23.4,weight_loss,unhealthy
1807,178,16,163,31.5,weight_loss,unhealthy
1702,130,83,105,27.8,weight_loss,unhealthy
1989,50,97,72,34.5,maintenance,unhealthy
1385,125,54,203,32.0,muscle_gain,excellent
1131,92,28,281,25.7,weight_loss,unhealthy
1625,65,41,99,21.4,weight_loss,unhealthy
1261,50,82,281,29.1,weight_loss,unhealthy
2178,167,15,94,30.1,weight_loss,unhealthy
2242,85,85,45,25.4,muscle_gain,excellent
1478,174,63,27,21.1,maintenance,unhealthy
1402,49,59,86,27.0,muscle_gain,excellent
793,122,31,58,21.6,weight_loss,balanced
1621,51,71,245,33.9,weight_loss,unhealthy
2405,162,64,53,28.3,muscle_gain,excellent
1227,156,6,118,22.3,maintenance,unhealthy
2414,175,72,138,20.9,maintenance,unhealthy
1159,166,22,16,29.9,maintenance,unhealthy
2441,27,24,121,29.7,maintenance,unhealthy
2482,65,89,222,27.7,muscle_gain,excellent
1373,169,67,75,28.1,muscle_gain,excellent
1015,17,82,40,27.9,maintenance,unhealthy
603,11,76,274,23.5,muscle_gain,unbalanced
1092,174,6,23,33.9,muscle_gain,excellent
267,170,94,67,25.6,weight_loss,unhealthy
287,176,87,251,17.4,muscle_gain,healthy
2464,145,46,257,23.3,muscle_gain,excellent
2248,32,32,107,19.3,maintenance,unhealthy
1358,100,33,171,23.5,muscle_gain,excellent
1920,111,73,256,27.9,maintenance,unhealthy
1574,102,32,13,17.4,weight_loss,unhealthy
2387,116,64,270,32.7,weight_loss,unhealthy
2380,5,94,54,28.0,muscle_gain,unbalanced
1843,47,9,220,22.3,muscle_gain,excellent
377,46,19,253,22.6,maintenance,healthy
1581,99,77,212,25.4,weight_loss,unhealthy
1107,133,36,212,21.5,maintenance,unhealthy
785,55,56,36,17.1,muscle_gain,excellent
1189,148,94,127,17.5,weight_loss,unhealthy
1331,171,41,235,23.4,muscle_gain,excellent
2369,19,19,214,19.2,weight_loss,unhealthy
2264,129,45,256,17.4,maintenance,unhealthy
1419,165,8,58,32.5,muscle_gain,excellent
517,91,57,262,21.9,muscle_gain,excellent
1702,57,88,87,26.1,weight_loss,unhealthy
2234,149,31,266,20.2,maintenance,unhealthy
2242,93,25,129,17.8,weight_loss,unhealthy
702,110,64,44,30.4,weight_loss,unhealthy
2222,10,90,152,19.2,weight_loss,unhealthy
318,35,68,206,17.5,muscle_gain,healthy
909,44,75,269,27.6,maintenance,balanced
244,162,51,93,17.2,maintenance,balanced
513,73,58,201,24.9,maintenance,healthy
617,139,35,31,22.2,weight_loss,balanced
1301,17,21,33,22.7,maintenance,unhealthy
525,8,54,84,17.1,maintenance,balanced
1639,7,11,143,34.4,muscle_gain,unbalanced
2186,144,87,176,26.3,muscle_gain,excellent
2461,69,32,119,27.3,muscle_gain,excellent
273,31,14,99,29.0,weight_loss,excellent
1802,111,31,46,31.4,muscle_gain,excellent
708,54,17,60,27.9,maintenance,balanced
887,21,70,69,30.7,muscle_gain,healthy
856,36,90,81,25.1,weight_loss,unhealthy
1742,21,88,137,23.7,muscle_gain,healthy
1492,38,64,71,31.8,maintenance,unhealthy
1599,39,47,188,32.6,muscle_gain,excellent
1752,156,73,37,19.5,muscle_gain,excellent
1275,150,67,249,26.8,muscle_gain,excellent
524,54,74,241,29.3,weight_loss,unhealthy
1191,178,69,162,18.5,weight_loss,unhealthy
2193,107,71,16,33.7,weight_loss,unhealthy
916,37,58,74,26.4,weight_loss,unhealthy
476,93,40,132,28.6,weight_loss,balanced
351,159,75,45,20.2,muscle_gain,healthy
1154,133,97,247,21.8,muscle_gain,excellent
1706,89,19,82,19.2,weight_loss,unhealthy
458,63,79,39,21.8,weight_loss,unhealthy
1068,14,22,236,25.9,muscle_gain,unbalanced
1391,157,8,294,32.0,maintenance,unhealthy
887,61,92,14,26.6,muscle_gain,excellent
509,70,15,74,21.4,weight_loss,excellent
1702,123,10,244,17.8,muscle_gain,excellent
672,116,55,124,28.2,weight_loss,unhealthy
1013,19,62,255,24.6,muscle_gain,unbalanced
1045,160,64,26,34.7,muscle_gain,excellent
1364,17,22,46,31.0,muscle_gain,unbalanced
866,118,83,228,31.6,maintenance,balanced
2008,122,71,146,17.2,muscle_gain,excellent
1643,146,21,255,31.0,muscle_gain,excellent
1967,118,38,47,20.5,maintenance,unhealthy
1464,38,34,260,27.5,muscle_gain,excellent
554,105,23,62,25.1,maintenance,balanced
2072,29,13,212,27.3,maintenance,unhealthy
2224,116,44,58,19.4,maintenance,unhealthy
379,58,48,131,25.2,muscle_gain,healthy
265,16,99,25,17.7,weight_loss,unhealthy
1019,130,63,278,17.7,muscle_gain,excellent
1571,141,95,245,28.8,weight_loss,unhealthy
370,35,29,130,34.1,weight_loss,balanced
1590,82,75,148,31.0,maintenance,unhealthy
1330,57,57,96,25.4,maintenance,unhealthy
1034,116,52,139,18.0,maintenance,unhealthy
426,47,75,261,17.8,maintenance,balanced
641,170,88,284,19.8,muscle_gain,excellent
927,46,57,56,34.6,muscle_gain,excellent
1804,128,53,88,24.2,weight_loss,unhealthy
2331,71,47,228,32.2,muscle_gain,excellent
1236,70,23,120,29.7,muscle_gain,excellent
2032,148,70,236,27.9,weight_loss,unhealthy
2048,87,38,284,34.1,muscle_gain,excellent
692,98,85,265,21.1,muscle_gain,excellent
1748,109,92,48,25.2,maintenance,unhealthy
1343,148,77,144,32.6,maintenance,unhealthy
1169,35,58,107,26.9,weight_loss,unhealthy
2287,122,5,43,21.4,maintenance,unhealthy
839,32,96,77,20.8,muscle_gain,excellent
372,8,59,200,30.6,maintenance,balanced
1770,142,19,208,17.2,maintenance,unhealthy
458,22,89,57,33.5,weight_loss,unhealthy
716,51,19,268,17.3,muscle_gain,excellent
722,164,27,222,28.4,weight_loss,balanced
2117,162,70,171,27.9,muscle_gain,excellent
2364,168,50,122,27.4,muscle_gain,excellent
2431,13,13,146,25.5,muscle_gain,unbalanced
2129,168,70,21,32.3,maintenance,unhealthy
1339,33,70,247,28.9,weight_loss,unhealthy
2409,148,22,293,31.1,muscle_gain,excellent
1038,96,21,185,19.1,maintenance,unhealthy
1289,153,76,234,17.9,weight_loss,unhealthy
1293,68,38,84,17.5,maintenance,unhealthy
2169,115,73,144,19.6,maintenance,unhealthy
1774,128,68,91,29.0,muscle_gain,excellent
1780,114,48,92,25.9,weight_loss,unhealthy
1314,122,33,151,30.5,maintenance,unhealthy
949,160,66,218,20.5,maintenance,balanced
1293,104,96,224,23.6,maintenance,unhealthy
1389,35,20,264,33.0,maintenance,unhealthy
2461,165,82,197,33.8,muscle_gain,excellent
2075,173,56,256,33.6,muscle_gain,excellent
1987,85,6,264,31.7,weight_loss,unhealthy
1807,50,65,171,29.4,maintenance,unhealthy
248,53,8,176,33.4,muscle_gain,healthy
1275,46,56,87,29.9,weight_loss,unhealthy
1512,155,45,184,34.2,weight_loss,unhealthy
1849,116,56,29,17.4,muscle_gain,excellent
2380,31,35,105,33.6,muscle_gain,excellent
1389,164,30,189,27.0,maintenance,unhealthy
1597,92,31,104,19.0,muscle_gain,excellent
2028,125,55,80,20.9,muscle_gain,excellent
678,7,99,199,32.3,muscle_gain,unbalanced
1031,64,52,141,26.1,weight_loss,unhealthy
1814,83,15,148,34.7,muscle_gain,excellent
881,149,12,284,19.1,weight_loss,balanced
1523,36,16,111,24.4,weight_loss,unhealthy
281,11,49,292,23.0,muscle_gain,unbalanced
286,75,38,38,26.3,weight_loss,balanced
2472,132,81,27,28.4,maintenance,unhealthy
2263,62,95,253,28.9,maintenance,unhealthy
1021,172,76,184,17.0,weight_loss,unhealthy
362,116,51,98,18.6,muscle_gain,healthy
